transaction_id,user_id,amount,timestamp,status
b34789bb-e78c-4e49-bc3c-ee6704374a39,USR_9287,450.5,2026-08-08T12:21:39.146664+00:00,SUCCESS
d2b5ddf1-7367-47ec-bc20-c5cbc46a3cd4,USR_9169,398.91,2026-08-08T12:21:39.146407+00:00,SUCCESS
99683918-dcff-49d8-ad00-d58b3ddfcff7,USR_1925,487.21,2026-08-08T12:21:39.146767+00:00,SUCCESS
712e1a89-a9cd-4e7d-8b84-c26a0911f4dc,USR_6829,137.46,2026-08-08T12:21:39.147125+00:00,SUCCESS
c6886cda-22d1-4674-9387-00683ce4a81c,USR_1406,302.08,2026-08-08T12:21:39.147266+00:00,SUCCESS
93befc38-697a-4da3-a8ab-78c74adf4d7d,USR_7760,402.45,2026-08-08T12:21:39.146475+00:00,SUCCESS
9b3fcf90-336e-42fc-bdae-c1542a289f72,USR_9757,173.42,2026-08-08T12:21:39.147154+00:00,SUCCESS
,USR_7670,INVALID_AMOUNT,2026-08-08T12:21:39.147598+00:00,CORRUPTED
d0cdbf35-f653-459f-8f0e-510c89e1e295,USR_7750,97.33,2026-08-08T12:21:39.146939+00:00,SUCCESS
08a5b421-5557-4d9c-8644-e3331d8dda94,USR_8328,26.09,2026-08-08T12:21:39.147351+00:00,SUCCESS
6e56e9f2-818a-4d30-9012-e893684b50a4,USR_7197,222.12,2026-08-08T12:21:39.146351+00:00,SUCCESS
bfb1358c-babd-463b-9e68-ad2149bb0d08,USR_7052,257.12,2026-08-08T12:21:39.146789+00:00,SUCCESS
bd2fdb7c-e7ab-4316-88f7-f49436d72b4b,USR_7352,140.16,2026-08-08T12:21:39.146672+00:00,SUCCESS
57f51aa7-acc8-4cfd-8f36-769e50e00118,USR_8954,478.33,2026-08-08T12:21:39.146900+00:00,SUCCESS
012153ff-3468-4d35-9014-af1c760d61fc,,-25.0,2026-08-08T12:21:39.147464+00:00,CORRUPTED
399810fb-2761-47ee-84bd-9dc47bf9a845,,INVALID_AMOUNT,2026-08-08T12:21:39.147557+00:00,CORRUPTED
2aab61d7-1548-42c7-81f6-1bd0019f9242,USR_3251,351.21,2026-08-08T12:21:39.146838+00:00,SUCCESS
6f7522b2-0b34-4bae-85cc-201ed712fb2f,,-25.0,2026-08-08T12:21:39.147391+00:00,CORRUPTED
b1506531-37a8-412c-a487-7d31b03c28c0,USR_8682,349.78,2026-08-08T12:21:39.146774+00:00,SUCCESS
44d721f4-3eb7-49ac-8e62-a2c420284ac6,USR_4999,180.2,2026-08-08T12:21:39.146804+00:00,SUCCESS
fe73244e-5dc0-4f8b-9e86-1960c5dfe78e,USR_6855,293.94,2026-08-08T12:21:39.146711+00:00,SUCCESS
b48d7510-b86b-4cc0-9ca7-7b72ee363e88,USR_7706,293.6,2026-08-08T12:21:39.147252+00:00,SUCCESS
,USR_9957,INVALID_AMOUNT,2026-08-08T12:21:39.147608+00:00,CORRUPTED
3c6344b0-e863-4413-a6be-73549231ea63,USR_1500,74.05,2026-08-08T12:21:39.146446+00:00,SUCCESS
2d4907c7-9d7d-4d7f-b5a9-5b3a5f078d41,USR_6478,10.41,2026-08-08T12:21:39.146887+00:00,SUCCESS
92826874-33a5-484d-94fd-97bf98b410c1,USR_2340,313.72,2026-08-08T12:21:39.146535+00:00,SUCCESS
,USR_1673,INVALID_AMOUNT,2026-08-08T12:21:39.147472+00:00,CORRUPTED
,USR_5605,INVALID_AMOUNT,2026-08-08T12:21:39.147562+00:00,CORRUPTED
4a5d5766-d030-42eb-9cfb-b14c854be8c9,USR_1469,358.19,2026-08-08T12:21:39.146585+00:00,SUCCESS
d5d8f194-9edb-4750-8238-1dec57b0bd76,USR_8816,288.4,2026-08-08T12:21:39.146602+00:00,SUCCESS
d259491f-ba20-4cea-93d0-8ae71dac65b8,USR_5772,29.45,2026-08-08T12:21:39.146874+00:00,SUCCESS
,USR_5082,-25.0,2026-08-08T12:21:39.147432+00:00,CORRUPTED
5f0b4884-e474-442c-811a-bbfa74031f06,USR_6129,482.75,2026-08-08T12:21:39.146621+00:00,SUCCESS
139fa550-fcc3-4845-b376-7417420c65cc,USR_5494,360.74,2026-08-08T12:21:39.146456+00:00,SUCCESS
951b3d47-2798-4c8c-ac00-28e7d0f4da37,,INVALID_AMOUNT,2026-08-08T12:21:39.147584+00:00,CORRUPTED
03c90a0c-bcfb-40bd-903c-1f2127d0acf9,USR_4743,410.64,2026-08-08T12:21:39.147295+00:00,SUCCESS
22e67fdc-d574-4139-8f5e-9a36b29c79ad,USR_7072,267.67,2026-08-08T12:21:39.146655+00:00,SUCCESS
45d84579-d555-437e-9d9e-b765462671d1,USR_2527,428.86,2026-08-08T12:21:39.146812+00:00,SUCCESS
f38e0f43-aa47-4308-b5ae-13ed25ca13d0,USR_6592,81.32,2026-08-08T12:21:39.147310+00:00,SUCCESS
525bdabf-86fd-41bb-89a7-31fcc7b3210c,,INVALID_AMOUNT,2026-08-08T12:21:39.147541+00:00,CORRUPTED
7a95fe79-6ec2-48a6-8a82-b88806da1800,USR_6766,284.0,2026-08-08T12:21:39.147239+00:00,SUCCESS
72f14b26-e77b-47bf-b4d7-49810b3fc9b9,USR_5861,165.53,2026-08-08T12:21:39.146554+00:00,SUCCESS
0a74332c-88ad-4d28-b35e-a05474ec833d,USR_6266,323.72,2026-08-08T12:21:39.146466+00:00,SUCCESS
e579fb05-ae75-4bd6-bd34-42a0b3500e34,USR_3247,154.9,2026-08-08T12:21:39.146759+00:00,SUCCESS
,USR_4637,INVALID_AMOUNT,2026-08-08T12:21:39.147453+00:00,CORRUPTED
2c258992-378f-4b10-abc1-822f0798a4d9,USR_7219,161.91,2026-08-08T12:21:39.147199+00:00,SUCCESS
21f816f7-39e9-4a8c-82af-6e9c7e733e40,USR_9906,183.77,2026-08-08T12:21:39.146819+00:00,SUCCESS
aade2b44-39a9-4d90-acb3-a8e70da025d6,USR_5201,122.66,2026-08-08T12:21:39.146797+00:00,SUCCESS
424ae149-db39-46b4-be24-87b710b29b0d,USR_1923,283.96,2026-08-08T12:21:39.147324+00:00,SUCCESS
fad9d7a2-72f1-408c-a438-eb6ab3ac5be0,USR_2868,349.71,2026-08-08T12:21:39.146518+00:00,SUCCESS
abb5981f-da47-4f17-9d6f-c2dd2ff837f7,USR_7791,462.72,2026-08-08T12:21:39.146508+00:00,SUCCESS
,USR_9461,-25.0,2026-08-08T12:21:39.147550+00:00,CORRUPTED
a6871463-a8f5-4e07-a71c-a4bb8bae44cc,USR_6836,59.54,2026-08-08T12:21:39.146703+00:00,SUCCESS
1e392a39-4c1b-40f6-a11b-20668a7faa66,USR_1664,182.07,2026-08-08T12:21:39.146827+00:00,SUCCESS
b24bd9a3-0aa8-43af-8cf1-8e3d7b78f842,USR_2182,144.41,2026-08-08T12:21:39.146861+00:00,SUCCESS
63d15478-1507-4f79-b7d3-07a3163fe776,USR_2643,245.27,2026-08-08T12:21:39.146718+00:00,SUCCESS
3d8ec68d-49f3-4a03-9442-879be190ff71,USR_1772,371.39,2026-08-08T12:21:39.146497+00:00,SUCCESS
aff7e22b-bdc2-40fd-9383-51af3320cace,USR_9165,51.24,2026-08-08T12:21:39.146680+00:00,SUCCESS
e92e2d5f-3f86-4e47-b624-bc6360e79d3f,USR_9438,178.13,2026-08-08T12:21:39.147140+00:00,SUCCESS
2c6349d4-4732-4ee9-9f0e-3c5dbe3a6763,,-25.0,2026-08-08T12:21:39.147572+00:00,CORRUPTED
d78cb480-d24b-4704-9dc8-0f01a027204f,USR_1404,177.34,2026-08-08T12:21:39.146527+00:00,SUCCESS
94004152-4531-4adb-8a94-ec38a87a4abf,USR_2371,425.09,2026-08-08T12:21:39.147091+00:00,SUCCESS
6b2fc492-65ed-4169-9236-c9a05a23ef22,USR_1333,168.73,2026-08-08T12:21:39.146955+00:00,SUCCESS
,USR_6249,INVALID_AMOUNT,2026-08-08T12:21:39.147403+00:00,CORRUPTED
3c9814fd-7729-410d-b6ae-3913c3a2c077,USR_9693,222.2,2026-08-08T12:21:39.146544+00:00,SUCCESS
ba118fa2-95ff-4b2c-949a-d8668f68403d,USR_3795,249.2,2026-08-08T12:21:39.146613+00:00,SUCCESS
,USR_2591,-25.0,2026-08-08T12:21:39.147588+00:00,CORRUPTED
cb61cb2a-1745-438b-aaf1-2c24fcee0aee,USR_9948,60.62,2026-08-08T12:21:39.147019+00:00,SUCCESS
83bebe33-0cc1-4a86-bdec-0857c37e892b,USR_8684,372.0,2026-08-08T12:21:39.147213+00:00,SUCCESS
53340c5b-5a30-4c95-ae60-42d994daa272,USR_3115,459.3,2026-08-08T12:21:39.147336+00:00,SUCCESS
76b9f88f-d997-4d2c-a29c-c2472123c3a7,USR_8272,464.43,2026-08-08T12:21:39.147183+00:00,SUCCESS
9a63ccc7-3e0e-4c98-96d7-84494c2dd82b,USR_7837,480.08,2026-08-08T12:21:39.146921+00:00,SUCCESS
73fffc5b-6661-444e-be14-d09a4ac85f4f,USR_9752,430.89,2026-08-08T12:21:39.147070+00:00,SUCCESS
9be5fa98-a523-42c6-add3-b6400f704a1d,USR_6634,140.74,2026-08-08T12:21:39.147169+00:00,SUCCESS
2e48560c-3edd-42ab-b0f7-a748a17fb903,USR_5507,195.35,2026-08-08T12:21:39.146484+00:00,SUCCESS
f4bd2b5a-7895-4641-baf8-43eb7e1155f3,USR_3901,490.22,2026-08-08T12:21:39.146594+00:00,SUCCESS
9b81b9f3-dde3-48b6-a1a6-e846c49b9b86,USR_9710,355.33,2026-08-08T12:21:39.146629+00:00,SUCCESS
fd59fe21-434f-4db7-abd7-840f9b8bdeda,USR_5365,450.57,2026-08-08T12:21:39.146419+00:00,SUCCESS
e1b88d1d-f81c-4972-a9b8-c5bc123a0a6f,,INVALID_AMOUNT,2026-08-08T12:21:39.147594+00:00,CORRUPTED
